Level,District Code,District_Name,School Code,School_Name,Content,Test_Grade,# of Total Records,Valid_Scores,# of No Scores,Participation Rate,Mean Scale Score,# Did Not Yet Meet Expectations,Percent_Did_Not_Yet_Meet_Expectations,# Partially Met Expectations,Percent_Partially_Met_Expectations,# Approached Expectations,Percent_Approached_Expectations,# Met Expectations,Percent_Met_Expectations,# Exceeded Expectations,Percent_Exceeded_Expectations,# Met or Exceeded Expectations,Percent_Met_or_Exceeded_Expectations,2017 Mean Scale Score**,2017 # Met or Exceeded Expectations**,2017 % Met or Exceeded Expectations**,% Change in Met or Exceeded Expectations**
DISTRICT,2055,DOLORES RE-4A,0000,All Schools,Mathematics,Mathematics Grade 06,      63,      63,       0,100.0,715,      17,27.0,      25,39.7,      16,25.4,*,*,*,*,       5,7.9,709,*,*,*
DISTRICT,2055,DOLORES RE-4A,0000,All Schools,Mathematics,Mathematics Grade 07,      57,      50,       7,87.7,723,       9,18.0,      18,36.0,      19,38.0,*,*,*,*,       4,8.0,705,*,*,*
DISTRICT,2055,DOLORES RE-4A,0000,All Schools,Mathematics,Mathematics Grade 08,      44,      40,       4,90.9,722,*,*,*,*,*,*,*,*,*,*,*,*,703,*,*,*
DISTRICT,2055,DOLORES RE-4A,0000,All Schools,Mathematics,Algebra I,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
DISTRICT,2055,DOLORES RE-4A,0000,All Schools,Mathematics,Geometry,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,English Language Arts,All Grades,"  31,161","  27,063","   4,098",86.8,751,"   2,088",7.7,"   3,566",13.2,"   6,801",25.1,"  11,798",43.6,"   2,810",10.4,"  14,608",54.0,748,"  13,640",50.0,   4.0
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,English Language Arts,English Language Arts Grade 03,"   4,933","   4,673",     260,94.7,748,     483,10.3,     676,14.5,"   1,149",24.6,"   2,147",45.9,     218,4.7,"   2,365",50.6,745,"   2,089",46.8,   3.8
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,English Language Arts,English Language Arts Grade 04,"   4,943","   4,646",     297,94.0,752,     261,5.6,     565,12.2,"   1,259",27.1,"   2,038",43.9,     523,11.3,"   2,561",55.1,748,"   2,242",49.7,   5.4
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,English Language Arts,English Language Arts Grade 05,"   5,113","   4,661",     452,91.2,753,     233,5.0,     539,11.6,"   1,207",25.9,"   2,415",51.8,     267,5.7,"   2,682",57.5,750,"   2,382",53.6,   3.9
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,English Language Arts,English Language Arts Grade 06,"   5,377","   4,653",     724,86.5,754,     233,5.0,     556,11.9,"   1,205",25.9,"   2,123",45.6,     536,11.5,"   2,659",57.1,751,"   2,220",52.1,   5.0
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,English Language Arts,English Language Arts Grade 07,"   5,381","   4,397",     984,81.7,751,     435,9.9,     600,13.6,     999,22.7,"   1,573",35.8,     790,18.0,"   2,363",53.7,749,"   1,935",50.6,   3.1
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,English Language Arts,English Language Arts Grade 08,"   5,414","   4,033","   1,381",74.5,748,     443,11.0,     630,15.6,     982,24.3,"   1,502",37.2,     476,11.8,"   1,978",49.0,747,"   1,679",48.7,   0.3
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,Mathematics,All Grades,"  31,149","  27,007","   4,142",86.7,744,"   2,304",8.5,"   4,878",18.1,"   7,961",29.5,"  10,310",38.2,"   1,554",5.8,"  11,864",43.9,743,"  11,536",42.4,   1.5
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,Mathematics,Mathematics Grade 03,"   4,933","   4,659",     274,94.4,747,     412,8.8,     788,16.9,"   1,248",26.8,"   1,722",37.0,     489,10.5,"   2,211",47.5,747,"   2,140",47.9,  -0.4
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,Mathematics,Mathematics Grade 04,"   4,945","   4,615",     330,93.3,743,     386,8.4,     876,19.0,"   1,295",28.1,"   1,903",41.2,     155,3.4,"   2,058",44.6,744,"   2,020",44.9,  -0.3
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,Mathematics,Mathematics Grade 05,"   5,111","   4,673",     438,91.4,744,     397,8.5,     883,18.9,"   1,332",28.5,"   1,700",36.4,     361,7.7,"   2,061",44.1,742,"   1,795",40.4,   3.7
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,Mathematics,Mathematics Grade 06,"   5,373","   4,632",     741,86.2,745,     304,6.6,     848,18.3,"   1,436",31.0,"   1,735",37.5,     309,6.7,"   2,044",44.1,744,"   1,899",44.6,  -0.5
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,Mathematics,Mathematics Grade 07,"   4,913","   3,983",     930,81.1,738,     322,8.1,     795,20.0,"   1,481",37.2,"   1,338",33.6,      47,1.2,"   1,385",34.8,737,"   1,098",32.2,   2.6
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,Mathematics,Mathematics Grade 08,"   3,419","   2,477",     942,72.4,727,     470,19.0,     610,24.6,     795,32.1,     598,24.1,       4,0.2,     602,24.3,721,     357,17.6,   6.7
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,Mathematics,Algebra I,"   1,996","   1,597",     399,80.0,767,*,*,*,*,     321,20.1,"   1,098",68.8,     106,6.6,"   1,204",75.4,NA,NA,NA,NA
DISTRICT,0900,DOUGLAS COUNTY RE 1,0000,All Schools,Mathematics,Geometry,     459,     371,      88,80.8,766,*,*,*,*,      53,14.3,     216,58.2,      83,22.4,     299,80.6,NA,NA,NA,NA
DISTRICT,1520,DURANGO 9-R,0000,All Schools,English Language Arts,All Grades,"   2,227","   2,088",     139,93.8,748,     209,10.0,     293,14.0,     568,27.2,     800,38.3,     218,10.4,"   1,018",48.8,747,"   1,195",49.5,  -0.7
DISTRICT,1520,DURANGO 9-R,0000,All Schools,English Language Arts,English Language Arts Grade 03,     383,     365,      18,95.3,738,      57,15.6,      67,18.4,     112,30.7,     118,32.3,      11,3.0,     129,35.3,734,     126,33.5,   1.8
DISTRICT,1520,DURANGO 9-R,0000,All Schools,English Language Arts,English Language Arts Grade 04,     375,     355,      20,94.7,744,      38,10.7,      46,13.0,     109,30.7,     132,37.2,      30,8.5,     162,45.6,753,     224,54.5,  -8.9
DISTRICT,1520,DURANGO 9-R,0000,All Schools,English Language Arts,English Language Arts Grade 05,     420,     392,      28,93.3,755,      26,6.6,      41,10.5,     106,27.0,     169,43.1,      50,12.8,     219,55.9,753,     199,56.2,  -0.3
DISTRICT,1520,DURANGO 9-R,0000,All Schools,English Language Arts,English Language Arts Grade 06,     348,     328,      20,94.3,746,      20,6.1,      55,16.8,      97,29.6,     140,42.7,      16,4.9,     156,47.6,749,     170,52.3,  -4.7
DISTRICT,1520,DURANGO 9-R,0000,All Schools,English Language Arts,English Language Arts Grade 07,     353,     334,      19,94.6,751,      39,11.7,      41,12.3,      74,22.2,     112,33.5,      68,20.4,     180,53.9,750,     158,53.4,   0.5
DISTRICT,1520,DURANGO 9-R,0000,All Schools,English Language Arts,English Language Arts Grade 08,     348,     314,      34,90.2,753,      29,9.2,      43,13.7,      70,22.3,     129,41.1,      43,13.7,     172,54.8,743,     155,44.3,  10.5
DISTRICT,1520,DURANGO 9-R,0000,All Schools,Mathematics,All Grades,"   2,227","   2,091",     136,93.9,733,     314,15.0,     494,23.6,     633,30.3,     580,27.7,      70,3.3,     650,31.1,733,     714,29.6,   1.5
DISTRICT,1520,DURANGO 9-R,0000,All Schools,Mathematics,Mathematics Grade 03,     385,     369,      16,95.8,732,      63,17.1,      86,23.3,     106,28.7,      99,26.8,      15,4.1,     114,30.9,732,     116,30.6,   0.3
DISTRICT,1520,DURANGO 9-R,0000,All Schools,Mathematics,Mathematics Grade 04,     375,     355,      20,94.7,730,      59,16.6,      94,26.5,     107,30.1,*,*,*,*,      95,26.8,737,     141,34.3,  -7.5
DISTRICT,1520,DURANGO 9-R,0000,All Schools,Mathematics,Mathematics Grade 05,     420,     393,      27,93.6,736,      52,13.2,      96,24.4,     113,28.8,     111,28.2,      21,5.3,     132,33.6,734,     108,30.7,   2.9
DISTRICT,1520,DURANGO 9-R,0000,All Schools,Mathematics,Mathematics Grade 06,     348,     327,      21,94.0,731,      47,14.4,      89,27.2,      95,29.1,      87,26.6,       9,2.8,      96,29.4,733,     100,30.7,  -1.3
DISTRICT,1520,DURANGO 9-R,0000,All Schools,Mathematics,Mathematics Grade 07,     351,     332,      19,94.6,734,      36,10.8,      76,22.9,     129,38.9,*,*,*,*,      91,27.4,735,      79,27.2,   0.2
DISTRICT,1520,DURANGO 9-R,0000,All Schools,Mathematics,Mathematics Grade 08,     348,     315,      33,90.5,738,      57,18.1,      53,16.8,      83,26.3,     109,34.6,      13,4.1,     122,38.7,714,      28,10.4,  28.3
DISTRICT,1430,EADS RE-1,0000,All Schools,English Language Arts,All Grades,      79,      79,       0,100.0,769,*,*,*,*,*,*,      51,64.6,      12,15.2,      63,79.7,757,      60,64.5,  15.2
DISTRICT,1430,EADS RE-1,0000,All Schools,English Language Arts,English Language Arts Grade 03,      16,      16,       0,100.0,775,*,*,*,*,*,*,*,*,*,*,      12,75.0,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,English Language Arts,English Language Arts Grade 04,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,English Language Arts,English Language Arts Grade 05,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,English Language Arts,English Language Arts Grade 06,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,English Language Arts,English Language Arts Grade 07,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,English Language Arts,English Language Arts Grade 08,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,748,       8,47.1,*
DISTRICT,1430,EADS RE-1,0000,All Schools,Mathematics,All Grades,      79,      79,       0,100.0,755,*,*,*,*,      18,22.8,      45,57.0,       5,6.3,      50,63.3,752,      52,55.9,   7.4
DISTRICT,1430,EADS RE-1,0000,All Schools,Mathematics,Mathematics Grade 03,      16,      16,       0,100.0,768,*,*,*,*,*,*,*,*,*,*,      12,75.0,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,Mathematics,Mathematics Grade 04,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,Mathematics,Mathematics Grade 05,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,Mathematics,Mathematics Grade 06,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,Mathematics,Mathematics Grade 07,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
DISTRICT,1430,EADS RE-1,0000,All Schools,Mathematics,Mathematics Grade 08,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,751,       8,47.1,*
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,English Language Arts,All Grades,"   3,020","   2,913",     107,96.5,741,     419,14.4,     518,17.8,     737,25.3,"   1,033",35.5,     206,7.1,"   1,239",42.5,741,"   1,401",42.7,  -0.2
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,English Language Arts,English Language Arts Grade 03,     460,     451,       9,98.0,731,     103,22.8,      96,21.3,     101,22.4,     144,31.9,       7,1.6,     151,33.5,733,     174,35.9,  -2.4
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,English Language Arts,English Language Arts Grade 04,     488,     481,       7,98.6,742,      44,9.1,     106,22.0,     133,27.7,     157,32.6,      41,8.5,     198,41.2,741,     230,42.4,  -1.2
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,English Language Arts,English Language Arts Grade 05,     560,     545,      15,97.3,742,      68,12.5,      86,15.8,     151,27.7,     214,39.3,      26,4.8,     240,44.0,748,     263,51.3,  -7.3
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,English Language Arts,English Language Arts Grade 06,     529,     500,      29,94.5,742,      60,12.0,      87,17.4,     142,28.4,     178,35.6,      33,6.6,     211,42.2,741,     165,38.6,   3.6
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,English Language Arts,English Language Arts Grade 07,     458,     437,      21,95.4,744,      58,13.3,      73,16.7,      95,21.7,     162,37.1,      49,11.2,     211,48.3,746,     243,50.0,  -1.7
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,English Language Arts,English Language Arts Grade 08,     525,     499,      26,95.0,742,      86,17.2,      70,14.0,     115,23.0,     178,35.7,      50,10.0,     228,45.7,746,     222,47.3,  -1.6
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,All Grades,"   3,062","   2,979",      83,97.3,729,     558,18.7,     787,26.4,     834,28.0,     701,23.5,      99,3.3,     800,26.9,730,     886,26.6,   0.3
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Mathematics Grade 03,     492,     482,      10,98.0,731,     106,22.0,     104,21.6,     128,26.6,     100,20.7,      44,9.1,     144,29.9,732,     159,32.4,  -2.5
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Mathematics Grade 04,     496,     490,       6,98.8,725,     111,22.7,     146,29.8,     117,23.9,     111,22.7,       5,1.0,     116,23.7,728,     136,24.5,  -0.8
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Mathematics Grade 05,     560,     549,      11,98.0,729,     104,18.9,     150,27.3,     147,26.8,     126,23.0,      22,4.0,     148,27.0,730,     139,26.9,   0.1
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Mathematics Grade 06,     531,     513,      18,96.6,728,      79,15.4,     153,29.8,     159,31.0,     118,23.0,       4,0.8,     122,23.8,732,     120,27.8,  -4.0
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Mathematics Grade 07,     445,     429,      16,96.4,731,*,*,*,*,     155,36.1,      96,22.4,       8,1.9,     104,24.2,732,     125,25.9,  -1.7
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Mathematics Grade 08,     357,     345,      12,96.6,717,      98,28.4,     107,31.0,      89,25.8,*,*,*,*,      51,14.8,717,      49,14.9,  -0.1
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Algebra I,      27,      24,       3,88.9,738,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Geometry,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Integrated I,     143,     137,       6,95.8,765,*,*,*,*,      27,19.7,*,*,*,*,     101,73.7,NA,NA,NA,NA
DISTRICT,0910,EAGLE COUNTY RE 50,0000,All Schools,Mathematics,Integrated II,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
DISTRICT,1350,EAST GRAND 2,0000,All Schools,English Language Arts,All Grades,     615,     598,      17,97.2,751,      45,7.5,      91,15.2,     141,23.6,     259,43.3,      62,10.4,     321,53.7,755,     386,59.2,  -5.5
DISTRICT,1350,EAST GRAND 2,0000,All Schools,English Language Arts,English Language Arts Grade 03,      96,      96,       0,100.0,740,       9,9.4,      27,28.1,      24,25.0,*,*,*,*,      36,37.5,752,      58,63.0, -25.5
DISTRICT,1350,EAST GRAND 2,0000,All Schools,English Language Arts,English Language Arts Grade 04,     100,      98,       2,98.0,750,       6,6.1,      15,15.3,      25,25.5,      45,45.9,       7,7.1,      52,53.1,751,      54,53.5,  -0.4
DISTRICT,1350,EAST GRAND 2,0000,All Schools,English Language Arts,English Language Arts Grade 05,     112,     109,       3,97.3,753,*,*,*,*,      28,25.7,      55,50.5,       6,5.5,      61,56.0,755,      51,60.7,  -4.7
DISTRICT,1350,EAST GRAND 2,0000,All Schools,English Language Arts,English Language Arts Grade 06,      91,      91,       0,100.0,755,*,*,*,*,      23,25.3,      49,53.8,       8,8.8,      57,62.6,762,      69,67.6,  -5.0
DISTRICT,1350,EAST GRAND 2,0000,All Schools,English Language Arts,English Language Arts Grade 07,     110,     106,       4,96.4,765,       6,5.7,       9,8.5,      21,19.8,      37,34.9,      33,31.1,      70,66.0,761,      63,62.4,   3.6
DISTRICT,1350,EAST GRAND 2,0000,All Schools,English Language Arts,English Language Arts Grade 08,     106,      98,       8,92.5,742,      18,18.4,      15,15.3,      20,20.4,*,*,*,*,      45,45.9,770,      63,76.8, -30.9
DISTRICT,1350,EAST GRAND 2,0000,All Schools,Mathematics,All Grades,     614,     605,       9,98.5,741,      51,8.4,     134,22.1,     174,28.8,     216,35.7,      30,5.0,     246,40.7,743,     286,44.1,  -3.4
DISTRICT,1350,EAST GRAND 2,0000,All Schools,Mathematics,Mathematics Grade 03,      95,      95,       0,100.0,734,      16,16.8,      20,21.1,      28,29.5,      27,28.4,       4,4.2,      31,32.6,744,      45,48.9, -16.3
DISTRICT,1350,EAST GRAND 2,0000,All Schools,Mathematics,Mathematics Grade 04,     100,      98,       2,98.0,736,      10,10.2,      33,33.7,      25,25.5,      23,23.5,       7,7.1,      30,30.6,744,      43,42.6, -12.0
DISTRICT,1350,EAST GRAND 2,0000,All Schools,Mathematics,Mathematics Grade 05,     112,     111,       1,99.1,743,       8,7.2,      24,21.6,      31,27.9,      40,36.0,       8,7.2,      48,43.2,745,      39,46.4,  -3.2
DISTRICT,1350,EAST GRAND 2,0000,All Schools,Mathematics,Mathematics Grade 06,      91,      91,       0,100.0,745,*,*,*,*,      28,30.8,*,*,*,*,      44,48.4,750,      56,55.4,  -7.0
DISTRICT,1350,EAST GRAND 2,0000,All Schools,Mathematics,Mathematics Grade 07,     108,     106,       2,98.1,747,*,*,*,*,      36,34.0,      43,40.6,       6,5.7,      49,46.2,739,      34,35.1,  11.1
DISTRICT,1350,EAST GRAND 2,0000,All Schools,Mathematics,Mathematics Grade 08,      77,      73,       4,94.8,728,      11,15.1,      23,31.5,      21,28.8,*,*,*,*,      18,24.7,739,      21,35.6, -10.9
DISTRICT,1350,EAST GRAND 2,0000,All Schools,Mathematics,Algebra I,      28,      28,       0,100.0,772,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
DISTRICT,1350,EAST GRAND 2,0000,All Schools,Mathematics,Geometry,*,< 16,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,NA,NA,NA,NA
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,English Language Arts,All Grades,     703,     692,      11,98.4,721,     171,24.7,     192,27.7,     195,28.2,     124,17.9,      10,1.4,     134,19.4,722,     125,17.5,   1.9
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,English Language Arts,English Language Arts Grade 03,     103,     103,       0,100.0,715,      31,30.1,      32,31.1,      25,24.3,*,*,*,*,      15,14.6,721,      29,23.6,  -9.0
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,English Language Arts,English Language Arts Grade 04,     132,     128,       4,97.0,728,      21,16.4,      40,31.3,      40,31.3,      23,18.0,       4,3.1,      27,21.1,724,      13,12.9,   8.2
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,English Language Arts,English Language Arts Grade 05,     111,     110,       1,99.1,727,      18,16.4,      30,27.3,      38,34.5,*,*,*,*,      24,21.8,718,      20,17.1,   4.7
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,English Language Arts,English Language Arts Grade 06,     120,     119,       1,99.2,716,      38,31.9,      31,26.1,      32,26.9,*,*,*,*,      18,15.1,726,      20,17.5,  -2.4
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,English Language Arts,English Language Arts Grade 07,     127,     127,       0,100.0,723,      31,24.4,      36,28.3,      31,24.4,*,*,*,*,      29,22.8,722,      20,18.7,   4.1
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,English Language Arts,English Language Arts Grade 08,     110,     105,       5,95.5,718,      32,30.5,      23,21.9,      29,27.6,*,*,*,*,      21,20.0,715,      13,13.8,   6.2
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,Mathematics,All Grades,     703,     695,       8,98.9,708,     259,37.3,     259,37.3,     129,18.6,*,*,*,*,      48,6.9,712,      59,8.9,  -2.0
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,Mathematics,Mathematics Grade 03,     103,     103,       0,100.0,705,      40,38.8,      39,37.9,      13,12.6,*,*,*,*,      11,10.7,716,      19,15.4,  -4.7
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,Mathematics,Mathematics Grade 04,     132,     129,       3,97.7,704,      57,44.2,      41,31.8,*,*,*,*,*,*,*,*,708,       6,5.9,*
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,Mathematics,Mathematics Grade 05,     111,     110,       1,99.1,703,      48,43.6,      39,35.5,*,*,*,*,*,*,*,*,705,       6,5.1,*
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,Mathematics,Mathematics Grade 06,     120,     119,       1,99.2,706,      47,39.5,      48,40.3,      17,14.3,*,*,*,*,       7,5.9,715,       8,7.1,  -1.2
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,Mathematics,Mathematics Grade 07,     127,     125,       2,98.4,717,      25,20.0,      57,45.6,      34,27.2,*,*,*,*,       9,7.2,718,       8,8.2,  -1.0
DISTRICT,2520,EAST OTERO R-1,0000,All Schools,Mathematics,Mathematics Grade 08,     110,     109,       1,99.1,710,      42,38.5,      35,32.1,      17,15.6,*,*,*,*,      15,13.8,708,       8,11.0,   2.8
DISTRICT,3085,EATON RE-2,0000,All Schools,English Language Arts,All Grades,     928,     894,      34,96.3,751,      67,7.5,     122,13.6,     230,25.7,     393,44.0,      82,9.2,     475,53.1,747,     497,49.1,   4.0
DISTRICT,3085,EATON RE-2,0000,All Schools,English Language Arts,English Language Arts Grade 03,     143,     140,       3,97.9,759,      12,8.6,      12,8.6,      28,20.0,      72,51.4,      16,11.4,      88,62.9,749,      82,55.0,   7.9
DISTRICT,3085,EATON RE-2,0000,All Schools,English Language Arts,English Language Arts Grade 04,     158,     154,       4,97.5,756,       5,3.2,      19,12.3,      42,27.3,      67,43.5,      21,13.6,      88,57.1,760,      91,63.2,  -6.1
DISTRICT,3085,EATON RE-2,0000,All Schools,English Language Arts,English Language Arts Grade 05,     151,     149,       2,98.7,754,       7,4.7,      15,10.1,      44,29.5,      72,48.3,      11,7.4,      83,55.7,748,      75,52.4,   3.3
DISTRICT,3085,EATON RE-2,0000,All Schools,English Language Arts,English Language Arts Grade 06,     150,     147,       3,98.0,748,      10,6.8,      19,12.9,      42,28.6,      69,46.9,       7,4.8,      76,51.7,740,      47,31.1,  20.6
DISTRICT,3085,EATON RE-2,0000,All Schools,English Language Arts,English Language Arts Grade 07,     158,     150,       8,94.9,746,      15,10.0,      28,18.7,      33,22.0,      56,37.3,      18,12.0,      74,49.3,746,      80,50.3,  -1.0
DISTRICT,3085,EATON RE-2,0000,All Schools,English Language Arts,English Language Arts Grade 08,     168,     154,      14,91.7,741,      18,11.7,      29,18.8,      41,26.6,      57,37.0,       9,5.8,      66,42.9,751,      75,54.7, -11.8
